,lat,lon,datetime,user_id,location
0,2.5066081258546293,2.811258516685306,2025-01-01 04:02:12-05:00,0,0
1,1.511980682053949,2.1475578433810667,2025-01-01 06:50:31-05:00,0,0
2,1.8917732394023326,2.4478778075133607,2025-01-01 06:53:43-05:00,0,0
3,2.3418906152944237,2.320647122487153,2025-01-01 07:24:30-05:00,0,0
4,1.1366947051172733,2.7884179925943666,2025-01-01 07:27:27-05:00,0,0
5,1.3423470767388186,2.6646298803315895,2025-01-01 07:37:59-05:00,0,0
6,2.2719814389112827,2.69617086029584,2025-01-01 07:40:08-05:00,0,0
7,2.263476266320702,0.5016320418069893,2025-01-01 07:42:29-05:00,0,0
8,1.9784409911898198,2.9355072543565246,2025-01-01 07:43:22-05:00,0,0
9,1.883750707978789,1.8991472269088865,2025-01-01 07:50:05-05:00,0,0
10,2.7627768494668152,2.026893668543087,2025-01-01 07:57:18-05:00,0,0
11,32.985390376836236,31.832861814941896,2025-01-01 08:28:04-05:00,0,1
12,34.45244912639683,31.680869656277405,2025-01-01 08:49:33-05:00,0,1
13,34.02546994490828,31.098189181501283,2025-01-01 09:25:09-05:00,0,1
14,32.78990387695658,31.721303818299944,2025-01-01 09:26:03-05:00,0,1
15,34.77143977349179,32.231740689962024,2025-01-01 09:30:49-05:00,0,1
16,33.9687991236524,32.274661645529704,2025-01-01 09:38:37-05:00,0,1
17,33.8212962269184,33.041110748063886,2025-01-01 09:43:24-05:00,0,1
18,33.80230443879426,30.957002652876326,2025-01-01 10:13:43-05:00,0,1
19,33.478247790652574,32.33885723316821,2025-01-01 10:19:54-05:00,0,1
20,33.32246989190637,32.33746588020312,2025-01-01 10:20:48-05:00,0,1
21,33.836580853528595,28.718724437015858,2025-01-01 10:29:37-05:00,0,1
22,33.55382417116645,31.861619012576764,2025-01-01 10:47:53-05:00,0,1
23,33.699425092354936,31.75870688853123,2025-01-01 10:51:28-05:00,0,1
24,33.52103093122591,30.98075389157938,2025-01-01 10:53:21-05:00,0,1
25,34.280094874508876,31.981146929149304,2025-01-01 10:55:16-05:00,0,1
26,34.76180021579028,31.343725704584397,2025-01-01 11:01:06-05:00,0,1
27,34.19691458575816,31.947555906108704,2025-01-01 11:10:02-05:00,0,1
28,34.37656199704692,32.29849758823434,2025-01-01 11:13:16-05:00,0,1
29,34.75277597087148,32.490205164651634,2025-01-01 11:17:42-05:00,0,1
30,35.35750372954601,30.509261745770328,2025-01-01 11:26:23-05:00,0,1
31,34.68786437870681,31.653923432240077,2025-01-01 11:32:49-05:00,0,1
32,34.68945521933989,32.33352566873078,2025-01-01 11:33:14-05:00,0,1
33,35.4284975763785,31.735365260978778,2025-01-01 11:43:28-05:00,0,1
34,34.20022695285318,31.712103989698615,2025-01-01 11:47:49-05:00,0,1
35,34.46717345264229,31.576928534725074,2025-01-01 11:56:30-05:00,0,1
36,34.37645847931022,32.49503216843976,2025-01-01 11:59:38-05:00,0,1
37,17.952438572037863,19.792639248590998,2025-01-01 12:39:38-05:00,0,2
38,17.157853514373148,17.919503944094192,2025-01-01 12:42:47-05:00,0,2
39,16.55125050321025,16.431814956082786,2025-01-01 12:51:36-05:00,0,2
40,18.06051246390044,18.051380220311877,2025-01-01 12:55:08-05:00,0,2
